MEAN_DEMAND,LEAD_MODE,DISRUPT_DAYS,Method,Run,fill_rate,cost,lost_demand,bullwhip
20,3,10,DQN,22,95.78428688748971,59076.5,308,12.725872567883073
20,3,10,DQN,23,97.52182483807378,55257.0,176,12.099310706488712
20,3,10,DQN,24,96.13237096554542,57791.5,284,12.24721888536214
20,3,10,DQN,25,96.8542372881356,54432.5,232,12.278283245004111
20,3,10,DQN,26,94.7841726618705,56260.0,377,12.364484032021704
20,3,10,DQN,27,97.67878706561116,53355.0,173,12.644881893218727
20,3,10,DQN,28,97.1357409713574,54395.0,207,12.502204722062675
20,3,10,DQN,29,99.10520607375273,50666.0,66,12.471999037543815
20,3,30,DQN,0,100.0,131452.0,0,8.391794686011293
20,3,30,DQN,1,100.0,135019.5,0,7.989014788464116
20,3,30,DQN,2,99.18088737201364,133350.5,60,8.098196366309889
20,3,30,DQN,3,100.0,133574.0,0,8.019492110235925
20,3,30,DQN,4,100.0,134401.0,0,8.276965801689766
20,3,30,DQN,5,100.0,133729.5,0,8.019492110235923
20,3,30,DQN,6,100.0,134338.5,0,7.955590756331632
20,3,30,DQN,7,100.0,134543.5,0,8.109774155606594
20,3,30,DQN,8,100.0,133869.0,0,8.158681469312038
20,3,30,DQN,9,100.0,133613.0,0,8.116597304957683
20,3,30,DQN,10,100.0,135658.5,0,7.647713456380449
20,3,30,DQN,11,100.0,135058.5,0,7.6206748836383715
20,3,30,DQN,12,100.0,135788.0,0,7.715138542645876
20,3,30,DQN,13,100.0,135024.5,0,7.6898014018275935
20,3,30,DQN,14,100.0,135366.5,0,7.8343710093666
20,3,30,DQN,15,99.5858069860555,132687.0,30,8.334803148041786
20,3,30,DQN,16,100.0,134547.0,0,7.689801401827593
20,3,30,DQN,17,100.0,134367.0,0,8.218264789441342
20,3,30,DQN,18,100.0,135362.0,0,7.757828266871943
