MEAN_DEMAND,LEAD_MODE,DISRUPT_DAYS,Method,Run,fill_rate,cost,lost_demand,bullwhip
15,14,60,DQN_1200,28,93.53729181752354,128482.0,357,9.15180590842598
15,14,60,DQN_1200,29,95.71955719557197,128629.5,232,10.053089823516313
15,14,90,DQN_1200,0,88.25396825396825,125641.5,629,14.256845613180216
15,14,90,DQN_1200,1,87.80177890724269,128209.0,672,16.27252734077195
15,14,90,DQN_1200,2,88.19188191881919,127159.0,640,15.00709783904803
15,14,90,DQN_1200,3,86.96118762296548,126706.5,729,14.129480149497796
15,14,90,DQN_1200,4,87.11199854783082,125732.5,710,14.994171215875568
15,14,90,DQN_1200,5,85.86225695075413,125152.5,778,14.059359989084973
15,14,90,DQN_1200,6,86.64086972544685,125638.5,725,13.546183706604346
15,14,90,DQN_1200,7,85.40764790764791,126685.0,809,13.667544638425738
15,14,90,DQN_1200,8,86.82591386174448,125979.0,728,14.674551637219606
15,14,90,DQN_1200,9,87.15341959334566,125215.0,695,14.575325299540134
15,14,90,DQN_1200,10,85.5515370705244,126427.0,799,14.79266012317375
15,14,90,DQN_1200,11,86.77064220183486,125821.5,721,15.302213995839104
15,14,90,DQN_1200,12,87.73671630814488,126066.5,667,13.736204176753605
15,14,90,DQN_1200,13,86.58762504631345,125061.5,724,13.794822086822313
15,14,90,DQN_1200,14,88.1133123495649,126234.5,642,14.60199437816128
15,14,90,DQN_1200,15,87.7096001474111,126319.0,667,14.89673803734813
15,14,90,DQN_1200,16,87.11656441717791,125597.0,693,14.762098754655764
15,14,90,DQN_1200,17,89.71823101324874,125450.0,551,14.86352922953328
15,14,90,DQN_1200,18,87.01346615015679,126145.0,704,14.43257576231794
15,14,90,DQN_1200,19,86.57096129383972,126680.5,739,14.44713067230093
15,14,90,DQN_1200,20,86.57899477571608,126017.5,745,14.222670496052483
15,14,90,DQN_1200,21,87.18418161845479,127184.5,700,14.684863354302426
15,14,90,DQN_1200,22,87.49304138059009,126044.0,674,14.193614239569502
15,14,90,DQN_1200,23,86.20071684587813,125476.5,770,13.992018026784958
15,14,90,DQN_1200,24,87.19220874678427,126479.5,697,13.528625457220103
15,14,90,DQN_1200,25,86.01913171449596,127201.0,760,14.798494308204274
15,14,90,DQN_1200,26,87.55514705882354,126039.5,677,14.905301456507054
15,14,90,DQN_1200,27,87.65081618168914,126215.0,696,13.963467333231476
15,14,90,DQN_1200,28,84.95704624383112,125781.0,823,13.594766064639956
15,14,90,DQN_1200,29,88.74837269853077,125957.5,605,14.097658652532704
20,3,60,DQN_1200,0,91.99170124481329,127069.0,579,12.88814706511383
20,3,60,DQN_1200,1,91.58738787714051,113819.5,619,20.261102912641
20,3,60,DQN_1200,2,93.28923797712554,114138.0,487,20.057947577570904
20,3,60,DQN_1200,3,92.02279202279202,128393.5,588,13.258476613159884
20,3,60,DQN_1200,4,91.99892241379312,127625.5,594,13.795071474898585
20,3,60,DQN_1200,5,94.10069968445605,118345.0,430,19.49941177281592
20,3,60,DQN_1200,6,92.91511899848672,127021.0,515,14.194914235986444
20,3,60,DQN_1200,7,91.56976744186046,127327.0,609,15.076274454147356
20,3,60,DQN_1200,8,92.10812279271936,128525.5,581,13.28993060864732
20,3,60,DQN_1200,9,93.34600760456274,127145.5,490,13.85777420073156
20,3,60,DQN_1200,10,92.28774228774228,112915.5,565,20.680485778258937
20,3,60,DQN_1200,11,91.81302350716022,128617.5,606,13.74294202928148
20,3,60,DQN_1200,12,92.270927215622,128211.5,566,13.781598060880066
20,3,60,DQN_1200,13,91.67358229598894,127485.5,602,13.11782424095793
20,3,60,DQN_1200,14,92.08794286514494,128811.5,565,11.946116592122165
20,3,60,DQN_1200,15,93.20523531049848,126591.0,488,14.753113032666212
20,3,60,DQN_1200,16,92.01431915186562,127752.0,580,14.277626855880726
20,3,60,DQN_1200,17,93.44172701188688,115631.5,480,19.733018167651878
20,3,60,DQN_1200,18,91.44763720550183,127469.5,628,13.98991675059879
20,3,60,DQN_1200,19,91.4913828199213,119506.5,627,18.19856697985029
20,3,60,DQN_1200,20,91.70068027210884,127563.5,610,13.8198744026279
20,3,60,DQN_1200,21,92.63129325552993,127778.0,543,13.781598060880068
20,3,60,DQN_1200,22,93.1386056764949,127956.5,498,13.482403062650937
20,3,60,DQN_1200,23,92.28017063437456,127905.0,561,13.621495160901574
20,3,60,DQN_1200,24,93.04622136881086,125809.5,507,14.886699137875317
20,3,60,DQN_1200,25,92.34007877223958,122052.5,564,16.708791451383004
20,3,60,DQN_1200,26,92.14543436025534,126940.0,566,14.003457739904706
