ratio,c_l_over_c_h,MEAN_DEMAND,LEAD_MODE,DISRUPT_DAYS,Method,fill_rate_mean,fill_rate_sd,fill_rate_ci95,koszt_mean,koszt_sd,koszt_ci95,utracono_mean,bullwhip_mean,p_vs_ROP_fr,p_vs_ROP_k
BASE,20,25,3,90,SARSA,90.80454590848264,4.724107156273479,2.390728076681004,87838.7,10500.754698727951,5314.11508124893,837.4666666666667,17.27459874661446,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,3,90,DQN,81.32056845501447,1.02818465496615,0.5203332272799627,103349.13333333332,1504.7148218975233,761.490764944074,1703.1333333333334,15.888310135447371,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,7,10,ROP,59.78001415321583,2.6055328232279638,1.3185815370282028,47442.43333333333,1821.301338786821,921.7056477967596,3662.133333333333,8.818958564653135,,
BASE,20,25,7,10,"(s,S)",66.56598927237924,2.3942854028073537,1.2116755921756786,44558.36666666667,1733.8749282075296,877.4617795903007,3052.133333333333,13.057084620612228,1.0992164801504738e-05,0.0005759812107616
BASE,20,25,7,10,QL,95.83292915878238,2.62073881803255,1.3262768321412517,68422.93333333333,10672.442410022088,5401.00105107011,378.9333333333333,17.610459627620617,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,7,10,SARSA,96.58510707210144,2.6158868146544494,1.323821379646113,79865.1,15661.86438933756,7925.996953527213,310.53333333333336,15.36444647474256,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,7,10,DQN,98.11879590202004,0.9729890216352056,0.4924003828398777,57186.26666666667,1779.462196711076,900.5321205341747,172.26666666666668,12.89964863736219,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,7,30,ROP,59.96591095337279,2.885135764674508,1.460080148369218,47321.76666666667,2002.743224632036,1013.527911015336,3646.2,8.811023723218733,,
BASE,20,25,7,30,"(s,S)",66.4079747017496,2.8101491769137747,1.4221316991059492,44734.43333333333,2067.2511066861807,1046.1734035269255,3067.5333333333333,13.032737735640556,5.737063008488556e-05,0.0028226386759533
BASE,20,25,7,30,QL,95.27489836493,3.0776159167352253,1.557488545027684,76116.5,11305.1273070484,5721.183785495212,430.53333333333336,18.02874293988256,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,7,30,SARSA,94.5303886468624,3.3920308583975425,1.7166044591876566,73235.5,11318.968826077502,5728.188560592839,496.73333333333335,16.956489790935215,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,7,30,DQN,98.3697803591952,1.048361866813068,0.5305443053262149,122613.16666666669,10489.261404385144,5308.298671804784,148.46666666666667,11.786622878683414,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,7,60,ROP,59.11365935431042,2.599711350109634,1.3156354651523454,47948.03333333333,1945.456680380752,984.5369196539953,3726.6666666666665,8.77677342156374,,
BASE,20,25,7,60,"(s,S)",66.58332732521954,2.862565433502306,1.4486579848474368,44573.43333333333,2234.3031741036225,1130.7134138677422,3048.733333333333,13.07971845911574,1.0992164801504738e-05,0.0010500284893971
BASE,20,25,7,60,QL,87.3643606828638,4.743152112576662,2.400366154363624,71782.66666666667,8678.081214158105,4391.715031877385,1151.2666666666669,16.434002117492795,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,7,60,SARSA,91.33483932551422,4.5272874763478566,2.291123575920117,76741.26666666666,10490.010661281976,5308.677848110623,792.0666666666667,16.629425666172278,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,7,60,DQN,87.23144976605809,1.9397820231483989,0.9816651468677005,70025.8,1362.3033252546952,689.420603916071,1167.2,15.426188394166603,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,7,90,ROP,59.53095694820559,2.453983006306544,1.2418867478660307,47645.63333333333,1748.384881894743,884.8048292976504,3687.933333333333,8.806571952442997,,
BASE,20,25,7,90,"(s,S)",65.92306469497265,2.895879692852221,1.465517326210155,45003.5,2178.2070034778603,1102.3248346774496,3106.4666666666667,13.008793789804413,1.3294722762606465e-05,0.0021450570245935
BASE,20,25,7,90,QL,85.51540274242501,8.334356022710168,4.217766084769809,72932.13333333333,9580.930862668723,4848.619994511336,1322.2666666666669,16.537053925773424,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,7,90,SARSA,85.44858942878255,6.570344787925338,3.3250532298168034,74940.8,7127.900286399716,3607.2152427466817,1327.0666666666666,17.65620636622598,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,7,90,DQN,82.36720231085609,0.7969483908668146,0.4033115318268923,131682.46666666667,725.682227450897,367.2458770566541,1607.0,3.70900713470125,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,14,10,ROP,49.02808928308096,2.365252814719989,1.196983075434816,55330.16666666666,1991.452751014648,1007.8141430199872,4645.8,8.04812969205925,,
BASE,20,25,14,10,"(s,S)",56.02393454193419,2.143025374960118,1.0845204741288044,51985.96666666667,1599.9477722130569,809.685287340156,4012.4,12.178326416016148,6.151638741096579e-06,0.0001356422628156
BASE,20,25,14,10,QL,79.65877246015701,3.080585302805984,1.5589912617136172,67513.03333333334,3197.9753219066297,1618.3988080080194,1850.8666666666663,16.352472855606493,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,14,10,SARSA,77.78575217861045,3.887346361265037,1.9672686885009465,68944.36666666667,2849.3789264797106,1441.9846915605974,2029.8666666666663,15.76567278273091,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,14,10,DQN,99.5376262894536,0.503599222155552,0.254856369674671,136400.66666666666,704.7616027187255,356.6585801824734,42.06666666666667,4.476897496936943,3.2254793450267944e-06,3.391821390825095e-06
BASE,20,25,14,30,ROP,47.992566738439486,2.50523791519911,1.267825310583529,56049.46666666667,2132.373915772435,1079.1300920533683,4743.4,7.947331159820307,,
BASE,20,25,14,30,"(s,S)",55.02171969397676,1.7693713504162658,0.8954254477267133,52687.76666666667,1299.1642899883573,657.4678434573393,4105.733333333334,12.04383613315607,7.477207640048691e-06,0.0002621688881365
BASE,20,25,14,30,QL,76.42236605724888,3.627691808475217,1.835865354694617,65380.16666666666,4732.478234297042,2394.964426662279,2147.6,16.771501187676293,3.391821390825095e-06,2.3290004782067234e-05
BASE,20,25,14,30,SARSA,75.37377657443828,2.919757531503085,1.477601179811416,67872.73333333334,4455.332474633494,2254.7093208734864,2244.5333333333333,16.237711310506914,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,14,30,DQN,98.64079609397784,0.8817839039947495,0.4462442250163888,132086.53333333333,2706.3621040236358,1369.6081934048796,123.6,4.378901723523316,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,14,60,ROP,48.92725448886163,2.621809839461603,1.3268188437672506,55350.93333333333,2163.3743308170447,1094.8184666359582,4648.466666666666,7.996927826121223,,
BASE,20,25,14,60,"(s,S)",55.1991536288358,2.0456721358510603,1.035252937556357,52572.73333333333,1400.6974521219606,708.8507129387525,4091.533333333333,12.078909823805756,1.935182771044248e-05,0.0010500284893971
BASE,20,25,14,60,QL,70.5140084067838,6.134517610812781,3.104494247042684,68899.46666666666,6323.745963957334,3200.257006396275,2692.733333333333,15.52265687432177,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,14,60,SARSA,72.89509885439438,5.441703394308537,2.753881878497892,70901.93333333333,6956.462193186856,3520.455597103937,2474.6,15.60442156622347,3.391821390825095e-06,3.356755084154065e-05
BASE,20,25,14,60,DQN,90.4010772979023,0.9409607612811306,0.4761918467625256,123948.4,754.9389095435849,382.0518010113288,873.8666666666667,20.2396902866772,3.391821390825095e-06,3.391821390825095e-06
BASE,20,25,14,90,ROP,48.4731443607762,1.6862958306636446,0.8533834340747349,55656.03333333333,1399.835225847603,708.4143662399225,4691.8,7.986173544208147,,
BASE,20,25,14,90,"(s,S)",55.65471065752585,1.6135198682576368,0.8165537155954506,52210.7,1151.8752226571369,582.9292910899801,4049.133333333333,12.158517945361655,4.143220097537536e-06,1.6053092802023668e-05
BASE,20,25,14,90,QL,67.8213142443513,6.544989154264209,3.3122215087549303,71818.7,9879.945620151098,4999.942340175268,2939.5333333333333,16.479778441084427,3.391821390825095e-06,4.143220097537536e-06
BASE,20,25,14,90,SARSA,69.85147822513913,5.524098204004763,2.7955794053315004,65834.2,9897.649101824996,5008.901538028473,2754.0,17.727244493103537,3.391821390825095e-06,0.0042099460286678
BASE,20,25,14,90,DQN,81.87602843060291,1.2856589189189616,0.6506331826984861,111465.66666666669,2269.4658014188103,1148.5081584811564,1649.8666666666666,11.412868085471557,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,3,10,ROP,80.45377015011368,2.557613541431416,1.2943310345277967,17078.1,432.3996250163565,218.8244020883716,1067.8666666666666,11.329453351225396,,
LOW,5,15,3,10,"(s,S)",85.97901022053878,2.714177787494982,1.3735634749629166,23321.43333333333,333.4422131701526,168.7450421013245,769.6,15.456698535246876,8.13402807598356e-05,3.391821390825095e-06
LOW,5,15,3,10,QL,100.0,0.0,0.0,140116.3,583.5325244944426,295.30820191341337,0.0,7.98464094196854,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,3,10,SARSA,100.0,0.0,0.0,139933.03333333333,594.016367820025,300.61375865903267,0.0,5.077956010723286,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,3,10,DQN,100.0,0.0,0.0,131737.6,1913.765362913049,968.4989002038154,0.0,7.421937797502035,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,3,30,ROP,77.34823189655215,3.478081438697434,1.760152061206897,18822.1,483.0892478917032,244.47689061068056,1239.0666666666666,13.638286123023397,,
LOW,5,15,3,30,"(s,S)",83.10549380263224,2.533226356461397,1.2819894161244945,24965.366666666665,627.7983771729204,317.70981418339034,925.3333333333334,20.213315309641427,8.13402807598356e-05,3.391821390825095e-06
LOW,5,15,3,30,QL,100.0,0.0,0.0,113747.6,784.2776977211944,396.8992763779412,0.0,24.166608127383103,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,3,30,SARSA,100.0,0.0,0.0,135698.93333333332,1003.4842846421708,507.8331152197321,0.0,16.6149424218463,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,3,30,DQN,98.1242520855827,0.5235444544302033,0.2649500498596369,117356.46666666666,4959.568084833119,2509.887747333556,102.53333333333332,23.327641935643,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,3,60,ROP,69.91384402361203,2.784831708140535,1.4093192921421696,21635.63333333333,545.3987553899921,276.00985209791173,1647.7333333333331,16.057900991352806,,
LOW,5,15,3,60,"(s,S)",75.09584311130857,2.6010118599425494,1.316293613934475,26929.6,489.65735833481415,247.8008131060106,1366.0,25.20621844895709,5.737063008488556e-05,3.391821390825095e-06
LOW,5,15,3,60,QL,94.29548835064612,0.962068009582395,0.4868735881934536,108413.53333333334,923.9997964337026,467.6084142689384,311.46666666666664,21.212587326756147,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,3,60,SARSA,94.03397078647647,0.7257098202136951,0.3672598409212644,105841.76666666666,735.7033288596961,372.3172540819336,324.3333333333333,22.302534337599266,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,3,60,DQN,94.97559617170788,1.1410808873380809,0.5774666037158999,129919.13333333332,1038.2637716514091,525.4339640859839,275.26666666666665,5.087407710595374,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,3,90,ROP,62.47451819001469,2.450647844729914,1.2401989232342523,24393.6,589.5867257179873,298.37205046049473,2046.6666666666667,17.658176787371783,,
LOW,5,15,3,90,"(s,S)",67.84538296334227,3.331379580311021,1.6859106775668318,29344.5,565.4779899720742,286.1713468070019,1761.3333333333333,28.512766243389773,0.0001603262273507,3.383339412654217e-06
LOW,5,15,3,90,QL,86.93240821434203,1.2528909606607377,0.634050307833039,120691.6,942.3100642266628,476.8746882665648,715.2,11.34590251305719,3.391821390825095e-06,3.383339412654217e-06
LOW,5,15,3,90,SARSA,86.70529790332317,0.942039026088296,0.4767375240436101,121028.23333333334,864.8839490001508,437.6916677682793,728.4,21.450092774178973,3.391821390825095e-06,3.383339412654217e-06
LOW,5,15,3,90,DQN,85.07340694310759,1.8474777669758429,0.934952748200825,101579.1,3300.7070303194128,1670.3882255938784,816.4666666666667,16.38774987197193,3.391821390825095e-06,3.383339412654217e-06
LOW,5,15,7,10,ROP,74.467867681878,2.249403629885696,1.1383552988662526,16239.066666666668,404.0162596916591,204.4604373966867,1393.4666666666667,10.796037249144296,,
LOW,5,15,7,10,"(s,S)",82.44899754693918,2.7157392930078936,1.3743537057828616,22600.8,465.5466372218485,235.59910471816315,960.4666666666668,15.421018190808963,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,7,10,QL,100.0,0.0,0.0,139391.93333333332,446.9634000143423,226.19468913698609,0.0,16.911806190458922,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,7,10,SARSA,100.0,0.0,0.0,106942.73333333334,872.974510073516,441.7860565859653,0.0,24.6485298779996,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,7,10,DQN,100.0,0.0,0.0,111021.56666666668,8121.77869959765,4110.187116296181,0.0,29.19802083010986,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,7,30,ROP,69.51228661587815,2.488297936362344,1.2592524984766624,18029.266666666663,573.9135346357457,290.44032140948417,1664.4,13.137464976899082,,
LOW,5,15,7,30,"(s,S)",78.46806968886362,2.917983724973597,1.4767035098533978,24057.866666666665,434.1187077067197,219.69437796276088,1176.9333333333334,20.115763955005644,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,7,30,QL,100.0,0.0,0.0,135333.93333333332,959.2529620689712,485.4489775940528,0.0,10.40521879294241,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,7,30,SARSA,95.90054504256231,15.8771207786836,8.034931716577868,113849.43333333332,18125.446416045936,9172.741475957651,223.13333333333333,18.50199408300184,2.196752127645825e-05,3.391821390825095e-06
LOW,5,15,7,30,DQN,100.0,0.0,0.0,137274.0,848.8570887628006,429.5809574302225,0.0,4.801740913901546,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,7,60,ROP,64.16403251632218,2.4363153134699047,1.232945661663395,20827.8,506.5156816074757,256.3323017959305,1955.3333333333333,15.759865512612445,,
LOW,5,15,7,60,"(s,S)",72.31536272261026,2.06980671142129,1.0474667179651915,26502.666666666668,603.0548620703315,305.1878678526465,1518.4,25.211013554948792,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,7,60,QL,94.8827133723813,0.8922000661371844,0.4515155303575708,127412.73333333334,1052.72459203092,532.7521489089567,279.8666666666667,11.87119653994996,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,7,60,SARSA,94.7945359402758,1.0697415439601223,0.5413639147751583,126678.7,905.8947983702556,458.4460210871796,285.1333333333333,16.373091002563275,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,7,60,DQN,94.07855730228258,1.682246084721239,0.851333979858804,109713.03333333334,953.6198041947226,482.5982063806058,322.6666666666667,19.67989512903479,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,7,90,ROP,57.27229366651377,2.06010702943476,1.0425580016103393,23762.233333333334,465.2290475310701,235.43838215927704,2340.266666666667,17.487604721975888,,
LOW,5,15,7,90,"(s,S)",64.59959442084518,1.6111179743066482,0.8153381895466367,28653.63333333333,596.575748593189,301.90898403621213,1940.0,28.50247865173712,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,7,90,QL,86.58533116548917,1.0274327385925708,0.5199527050931945,120941.2,849.3885784155901,429.8499283052168,735.0,12.297097218455626,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,7,90,SARSA,86.58533116548917,1.0274327385925708,0.5199527050931945,119718.43333333332,901.3978205833322,456.17023633044914,735.0,14.791196759707535,3.391821390825095e-06,3.383339412654217e-06
LOW,5,15,7,90,DQN,86.61848007991173,1.0401784894977852,0.5264029450093262,121854.96666666666,1062.761253034933,537.831400175846,733.2,12.282567671923925,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,14,10,ROP,63.89959859864829,2.403507481201176,1.2163426077644732,16088.733333333334,385.0642277903902,194.8693859497803,1973.8666666666663,10.433730951456964,,
LOW,5,15,14,10,"(s,S)",73.63246011684764,2.3846430244337453,1.206795875450127,21282.3,432.1413789821237,218.6937115633034,1443.9333333333334,13.628766350084836,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,14,10,QL,99.90704865384792,0.2739885303633509,0.1386573273128162,137326.8,549.0802959755262,277.87296869373,5.066666666666666,5.70559852606412,1.5804777280713312e-06,3.391821390825095e-06
LOW,5,15,14,10,SARSA,100.0,0.0,0.0,138252.16666666666,792.249412087116,400.9335204633195,0.0,9.09866743744105,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,14,10,DQN,99.96484155748496,0.106074345118529,0.0536810251549123,106823.9,3696.33736284988,1870.604798308825,1.9333333333333331,30.253905567524374,1.2604365163337464e-06,3.391821390825095e-06
LOW,5,15,14,30,ROP,60.76891444854861,2.5951584198783,1.3133313645519251,18021.8,493.2683564030551,249.62823026252457,2148.4,13.030830008693323,,
LOW,5,15,14,30,"(s,S)",72.67366247246143,3.064188675187464,1.550693423262086,22699.166666666668,554.1114723677211,280.4190952445603,1492.0,18.338290994992285,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,14,30,QL,100.0,0.0,0.0,116896.63333333332,3681.893173096585,1863.295029743933,0.0,17.59392080898811,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,14,30,SARSA,100.0,0.0,0.0,135559.0,871.5308166012917,441.0554468847049,0.0,10.383284719447328,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,14,30,DQN,100.0,0.0,0.0,133980.4,755.6015862495639,382.3871616952291,0.0,12.248384233914887,6.86615554782638e-07,3.391821390825095e-06
LOW,5,15,14,60,ROP,55.5808209663614,2.656877350078523,1.3445654526899222,20840.2,462.05920307127,233.83421953170156,2425.8,15.694222037529544,,
LOW,5,15,14,60,"(s,S)",65.4226341181108,2.4238439482005094,1.226634280037664,24959.366666666665,574.1841873061126,290.577290558716,1892.0,24.052613917737705,3.391821390825095e-06,3.383339412654217e-06
LOW,5,15,14,60,QL,95.14182169584991,0.8501015103266034,0.430210721631879,128355.5,803.9434726041733,406.85153160991456,264.93333333333334,8.486239049906532,3.391821390825095e-06,3.383339412654217e-06
LOW,5,15,14,60,SARSA,95.25268412143092,0.8492547249979311,0.429782189129713,126015.93333333332,773.8205279803641,391.6072183286604,260.06666666666666,13.514905968630355,3.391821390825095e-06,3.383339412654217e-06
LOW,5,15,14,60,DQN,95.08542689139672,0.7667875735764133,0.388048052331925,116634.4,1057.095873473303,534.9643225387402,268.1333333333333,15.152420090316378,3.391821390825095e-06,3.383339412654217e-06
LOW,5,15,14,90,ROP,50.23521822245512,2.0607291851061698,1.0428728558214106,23674.266666666663,443.0035821633092,224.19074481442013,2717.8,17.463023774496026,,
LOW,5,15,14,90,"(s,S)",59.30062494777008,2.2380102825681387,1.1325894695955745,27471.8,533.6970381887355,270.0879661344923,2231.9333333333334,27.753971015618948,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,14,90,QL,87.12986487651851,0.7150344088818319,0.361857337388441,116312.43333333332,916.4876833921576,463.8067605448536,703.4666666666667,25.40162907616736,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,14,90,SARSA,87.07692180142908,0.8096410103606712,0.4097348835390343,120919.93333333332,932.1624602937796,471.7392921311987,705.8666666666667,18.4050337441657,3.391821390825095e-06,3.391821390825095e-06
LOW,5,15,14,90,DQN,86.17957251426606,1.2476590360884752,0.6314025886860727,89814.3,791.8154276272794,400.7138940241528,757.6666666666666,21.10264533135335,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,3,10,ROP,69.40440932906473,3.3216111351595616,1.6809671622492124,17874.8,450.8393679729908,228.15619955927852,2235.333333333333,10.094553365768798,,
LOW,5,20,3,10,"(s,S)",78.43285358247635,3.5378341877398687,1.7903911243926078,23265.7,398.79272274489375,201.81696297387884,1579.2666666666669,14.2535013759234,2.3290004782067234e-05,3.391821390825095e-06
LOW,5,20,3,10,QL,100.0,0.0,0.0,107029.53333333334,981.7374806700522,496.8277139630777,0.0,22.50687992718088,6.86615554782638e-07,3.391821390825095e-06
LOW,5,20,3,10,SARSA,100.0,0.0,0.0,113044.06666666668,627.3884894279355,317.5023823644653,0.0,18.80043764135583,6.86615554782638e-07,3.391821390825095e-06
LOW,5,20,3,10,DQN,99.6255139450666,0.5832235559371384,0.2951518422500264,105311.43333333332,25222.323015157668,12764.256566741638,27.133333333333333,13.483806565727292,2.737821349395807e-06,3.391821390825095e-06
LOW,5,20,3,30,ROP,65.07900673656198,3.599661392266545,1.8216800068999264,19834.533333333333,511.6454710981405,258.92833346013805,2550.733333333333,11.865725779931877,,
LOW,5,20,3,30,"(s,S)",73.79626384454454,2.3346803850803526,1.1815112913507544,24764.966666666667,462.9783035130368,234.29934853041692,1912.5333333333333,18.01337124342911,1.601826372253544e-05,3.391821390825095e-06
LOW,5,20,3,30,QL,99.934680118677,0.2125970456246994,0.1075889494418949,134879.93333333332,760.1402094977204,384.68402196319227,4.8,16.216836012577158,1.2604365163337464e-06,3.391821390825095e-06
LOW,5,20,3,30,SARSA,99.87530419830068,0.2752096099804558,0.1392752788596177,132454.83333333334,1150.1705411848818,582.0666032375028,9.066666666666666,9.0183268712776,1.5804777280713312e-06,3.391821390825095e-06
LOW,5,20,3,30,DQN,99.99455115106932,0.0211033011644599,0.0106797439041005,134880.93333333332,960.1056278694896,485.8804860255703,0.4,9.596204659598213,9.575619545277022e-07,3.391821390825095e-06
LOW,5,20,3,60,ROP,59.70384417998568,2.459650968908196,1.244755132701746,22917.5,528.155043524153,267.28332987050777,2943.266666666667,13.939800845332874,,
LOW,5,20,3,60,"(s,S)",67.70778652869392,3.118409456964282,1.5781329247478415,27440.1,441.97342357075854,223.6694126368944,2360.6666666666665,22.142310593122783,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,3,60,QL,92.50811401540592,0.4585411158452607,0.2320538217487545,127110.7,722.1301524952806,365.4482791093701,545.7333333333333,8.657944357326958,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,3,60,SARSA,92.27125383649482,0.4991495250171967,0.2526045122274355,127550.93333333332,568.706202918603,287.80504796437776,563.0666666666667,13.258303380580465,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,3,60,DQN,85.59683467091983,2.1547845337372245,1.090471429540399,52256.5,4040.455008853759,2044.752354824417,1051.4666666666667,14.95612227601626,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,3,90,ROP,55.43452097594604,2.478123332584373,1.2541034385344474,26040.566666666666,479.32828247554136,242.57357950481287,3258.266666666667,15.343046699142594,,
LOW,5,20,3,90,"(s,S)",61.51359497678144,1.5493624949911815,0.7840856050043247,30069.7,472.2833895025315,239.00837175853616,2811.733333333333,24.87760201122429,7.477207640048691e-06,3.383339412654217e-06
LOW,5,20,3,90,QL,84.16799489969728,0.9015098799211312,0.4562269461797958,120462.53333333334,812.4375682973754,411.1501371216008,1151.6666666666667,12.74169765784962,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,3,90,SARSA,83.81709872819371,0.751951027315101,0.3805397239781127,114033.03333333334,811.6101823506394,410.7314220612351,1179.4666666666667,18.13157223671561,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,3,90,DQN,83.49709220517794,0.9043730474569808,0.4576759088704721,95862.7,1463.343368552205,740.5539208349383,1207.5333333333333,15.629929730846513,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,7,10,ROP,61.18932180241716,2.032398133796545,1.0285353656741216,18051.733333333334,382.5603531595032,193.60225055624852,2829.133333333333,9.804984313885802,,
LOW,5,20,7,10,"(s,S)",72.17874783501074,2.5633999189297496,1.2972593455694232,22624.13333333333,375.5886554400148,190.07408471903207,2033.8666666666663,13.426244933975829,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,7,10,QL,100.0,0.0,0.0,137843.56666666668,473.1305643819484,239.4371014005789,0.0,7.547648691291662,6.86615554782638e-07,3.391821390825095e-06
LOW,5,20,7,10,SARSA,100.0,0.0,0.0,103350.36666666668,712.2748884150463,360.4608273517541,0.0,23.722766575691555,6.86615554782638e-07,3.391821390825095e-06
LOW,5,20,7,10,DQN,100.0,0.0,0.0,136965.63333333333,588.1200213594241,297.62979564403673,0.0,16.50176778358522,6.86615554782638e-07,3.391821390825095e-06
LOW,5,20,7,30,ROP,57.6306604120588,2.0910715581685118,1.0582282152139126,20119.033333333333,417.27506629605966,211.17031932015868,3094.6666666666665,11.779288725542248,,
LOW,5,20,7,30,"(s,S)",68.79073731865635,2.039413637501461,1.0320857003986694,24176.366666666665,594.3691874183763,300.79231001104034,2282.5333333333333,17.18659295844255,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,7,30,QL,99.95813424345847,0.1621453778616967,0.082056882821387,134306.63333333333,588.1663839748878,297.6532583646802,3.066666666666667,7.603397116734184,9.575619545277022e-07,3.391821390825095e-06
LOW,5,20,7,30,SARSA,99.87935063710592,0.29650919442596,0.1500543558091917,134244.93333333332,1116.6028816182122,565.0790236717143,8.8,6.698020174104178,1.5804777280713312e-06,3.391821390825095e-06
LOW,5,20,7,30,DQN,99.95009996386555,0.1629067042962447,0.0824421671560525,134292.06666666668,647.1504811387342,327.5033300295501,3.6666666666666665,12.059885959986088,1.2604365163337464e-06,3.391821390825095e-06
LOW,5,20,7,60,ROP,53.091791804364405,2.0762075341779096,1.0507059812104775,23147.733333333334,381.9623142717217,193.29960112162092,3425.2,13.90801163955097,,
LOW,5,20,7,60,"(s,S)",63.13752922727464,1.945089857534544,0.9843512816808108,26824.033333333333,578.3731638541562,292.69720518272425,2696.266666666667,21.645675276166084,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,7,60,QL,92.01050548381106,0.4914930711862813,0.2487298119854916,126829.1,494.163333322091,250.0811510743396,582.0,15.683151046492844,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,7,60,SARSA,92.31223173834618,0.4449058006567429,0.2251534001924199,127279.43333333332,619.0878332176261,313.30167073782275,559.9333333333333,6.820317241845635,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,7,60,DQN,92.01050548381106,0.4914930711862813,0.2487298119854916,127063.86666666668,572.0496190599787,289.49704998228293,582.0,13.0253879102903,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,7,90,ROP,48.06099875595719,2.017049935165209,1.020768105495511,26250.9,436.83407278148206,221.0685422879821,3797.3333333333335,15.314103730137322,,
LOW,5,20,7,90,"(s,S)",56.75294463216759,1.8295447997559329,0.9258774146377612,29439.4,531.3771259661071,268.913928564513,3154.6666666666665,24.54099370633743,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,7,90,QL,84.01841093032156,0.5180864434438943,0.262187915200927,114838.0,890.0604513980256,450.4327359033014,1164.6,21.10021732425017,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,7,90,SARSA,83.45888115012933,0.6354327103201485,0.3215733198148359,113553.7,854.8590694210528,432.61837872502207,1203.9333333333334,14.569346479368878,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,7,90,DQN,83.98133465913513,0.5606746279281205,0.283740510223269,119637.33333333331,719.5882668648259,364.1619074959806,1167.4,15.166663287828603,3.391821390825095e-06,3.391821390825095e-06
LOW,5,20,14,10,ROP,52.51399973118786,2.007990707460384,1.0161835037262197,17933.266666666666,452.1241085407961,228.80636799219067,3475.0666666666666,8.905726813944332,,
LOW,5,20,14,10,"(s,S)",63.69691321676569,1.8406199780173735,0.9314822281502388,22273.966666666667,476.3069413528974,241.0445699349212,2646.866666666667,13.022604505419348,3.391821390825095e-06,3.391821390825095e-06
